2019/11/15 11:06:03 [error] 5436#15556: *17802 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/post.php?post=40&action=edit&message=1 HTTP/1.0", upstream: "fastcgi://127.0.0.1:10011", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=40&action=edit&image-editor"
2019/12/20 17:25:45 [error] 8916#13988: *363 directory index of "C:/Users/fharb/Local Sites/delicesco/app/public/wp-content/cache/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/cache/ HTTP/1.0", host: "delicesco.local", referrer: "http://delicesco.local/wp-content/cache/"
2020/01/12 10:08:22 [error] 21836#9508: *41488 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/post.php?post=444&action=edit&message=4 HTTP/1.0", upstream: "fastcgi://127.0.0.1:10011", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=444&action=edit"
2020/01/12 10:08:22 [error] 21836#9508: *41486 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/post.php?post=444&action=elementor HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=444&action=edit"
2020/01/12 10:08:22 [error] 21836#9508: *41486 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/post.php?post=444&action=elementor HTTP/1.0", upstream: "fastcgi://php", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=444&action=edit"
2020/01/12 11:16:48 [error] 21836#9508: *53725 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-admin/edit.php HTTP/1.0", upstream: "fastcgi://127.0.0.1:10011", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=494&action=edit"
2020/01/17 18:52:51 [error] 21836#9508: *104087 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/edit.php?post_type=page&paged=1"
2020/01/20 10:17:23 [alert] 5928#18932: worker process 21048 exited with code C0000142
2020/01/20 10:17:23 [alert] 5928#18932: could not respawn worker
2020/01/20 17:06:25 [error] 14656#2892: *14595 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-json/wp/v2/categories?per_page=100&orderby=name&order=asc&_fields=id%2Cname%2Cparent&_locale=user HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=748&action=edit"
2020/05/23 17:04:20 [error] 15956#6516: *16195 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1041&action=edit"
2020/05/23 17:04:52 [error] 15956#6516: *16202 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1295&action=edit"
2020/05/23 17:06:29 [error] 15956#6516: *16209 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/edit.php?post_type=page"
2020/05/23 17:07:02 [error] 15956#6516: *16220 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=52&action=elementor"
2020/05/23 17:08:30 [error] 15956#6516: *16227 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/edit.php?post_type=page"
2020/05/23 17:10:31 [error] 15956#6516: *16236 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/edit.php?post_type=page"
2020/05/23 17:11:55 [error] 15956#6516: *16245 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1295&action=edit"
2020/05/23 17:12:55 [error] 15956#6516: *16252 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1295&action=edit"
2020/05/23 17:14:33 [error] 15956#6516: *16261 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/edit.php?post_type=page"
2020/05/23 17:15:36 [error] 15956#6516: *16272 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1041&action=edit"
2020/05/23 17:16:36 [error] 15956#6516: *16279 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1041&action=edit"
2020/05/23 17:17:36 [error] 15956#6516: *16286 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1041&action=edit"
2020/05/23 17:18:56 [error] 15956#6516: *16293 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: , request: "POST /wp-admin/admin-ajax.php?_fs_blog_admin=true HTTP/1.0", upstream: "fastcgi://127.0.0.1:10010", host: "delicesco.local", referrer: "http://delicesco.local/wp-admin/post.php?post=1295&action=edit"
